product_id,product_name,brand,weight,demand,competitor_price,seasonality,discount_percentage,base_price
1,Product_1,Brand C,5.097043255889654,967,62.09266110968739,0.3224669010017471,0.012280183312303615,4864.703358979111
2,Product_2,Brand A,3.3380997671779244,803,35.60435946623816,-0.22306703548074155,0.014898447437915662,4073.099039535107
3,Product_3,Brand C,5.540913651559678,118,51.80583206608363,0.6967309092318439,0.18705575855224632,638.1392007600602
4,Product_4,Brand C,4.899523781101726,531,51.45238716781665,0.9890742106954769,0.01893191073466387,2691.117754946673
5,Product_5,Brand A,4.522103906267181,784,43.80763535020559,0.9886805603447387,0.09738275055304846,3985.2695904577663
6,Product_6,Brand A,3.1848726759168042,839,53.13118829747264,0.318105056052626,,4207.354902498316
7,Product_7,Brand C,3.8464573388633347,449,65.39606848001515,0.43483122076684505,0.1011800688162679,2248.2287855940854
8,Product_8,Brand B,6.510782451651512,282,43.03847641036879,-0.32275102611843537,0.05387993443202877,1493.6885069578016
9,Product_9,Brand C,6.0018343752487615,212,59.61854356204938,0.6776396884833475,0.08440518655615249,1098.7528189247507
10,Product_10,Brand C,3.044889510402898,282,38.72576943853492,0.7905013606617233,0.13727259967512953,1457.700528410149
11,Product_11,Brand C,5.198664610858452,580,71.0944459464246,-1.567329153524528,0.14261575660664472,2890.268644761972
12,Product_12,Brand C,6.502774246743578,245,57.846003184367085,0.3783471956072637,0.23490006940416058,1282.8260436204885
13,Product_13,Brand A,1.6611894377572565,930,67.25117332258571,1.368129807708867,0.22504596882945374,4623.38079912441
14,Product_14,Brand C,6.08672038475987,727,56.720605190937675,-0.3562902946047844,,3672.757457485093
15,Product_15,Brand B,3.674752482108307,212,53.906131777293616,-0.5745469761338794,0.2537002047296314,1064.220322045163
16,Product_16,Brand A,6.141197337186319,862,57.92932940485918,-0.4198634610863194,,4353.409690869258
17,Product_17,Brand B,3.4734816869149663,575,48.63552536645828,-1.5048759928291267,0.07660600506867045,2903.084069192757
18,Product_18,Brand B,1.390235798670962,862,33.82166094441678,0.12598395444891058,0.24839293905067544,4353.487708349894
19,Product_19,Brand B,1.7449151242336747,402,54.47399346466793,0.029965440097251415,0.11339821158784592,2004.57677963196
20,Product_20,Brand B,5.096169893322764,924,42.44496665400246,0.1970268328773009,0.29435446763815265,4688.117564706443
21,Product_21,Brand A,5.519445003442963,217,38.983380846205975,0.415976621217802,0.13987598445835062,1142.2859929880428
22,Product_22,Brand A,3.191366749791183,912,56.3629316843861,-0.7979934021814765,0.2375806868891292,4571.120435184988
23,Product_23,Brand B,6.277184917554748,260,47.20891525100306,0.27319919902204376,0.12069211241471157,1367.914656853709
24,Product_24,Brand B,1.6769598754620803,500,60.277044066056895,0.44319865991572976,0.12748605571872912,2495.5731255549404
25,Product_25,Brand A,4.867840402705367,297,42.110592312409295,-0.48839173081703213,0.11486494418525504,1547.2722940376816
26,Product_26,Brand A,2.5779676004750867,359,45.29171023486174,0.4201179982519729,0.21572268615324353,1835.028872649327
27,Product_27,Brand A,3.696327784395682,759,61.50296026301393,0.08070662638674134,0.16425536521799833,3819.1613569424603
28,Product_28,Brand C,5.094797342632828,851,52.79842660997608,-0.6311897694433802,0.2831334334105107,4291.2388029467065
29,Product_29,Brand C,3.2791732694320954,146,35.2267195909386,0.2827886964836766,0.07526709496023143,782.0028913512939
30,Product_30,Brand C,4.230888911540349,498,52.57760882860111,-0.29071074335321945,0.030168819625033302,2531.2853356585683
31,Product_31,Brand B,7.012585618428881,809,64.81238548588803,0.697065274014387,0.11797844552976455,4082.4303182765184
32,Product_32,Brand C,3.8462162609537023,658,45.214225553785326,-0.23916638006903776,0.1850138122940328,3346.2621332321
33,Product_33,Brand B,6.671384224130284,177,55.98057696452909,-1.28976558176506,0.2582396810746485,924.6989318017354
34,Product_34,Brand B,2.740586290684764,223,41.50613084844095,0.2669869855276509,,1149.537271960139
35,Product_35,Brand C,6.059608355830566,174,48.63216725030571,0.2294032478314346,0.19613602533733848,931.5351758039687
36,Product_36,Brand B,7.883137241315801,970,60.89835536450433,-1.0811371127976614,0.10505960430696572,4884.285880347246
37,Product_37,Brand C,0.056710999745421375,236,52.192316677549734,0.7505361154353056,0.18516587489833744,1170.0564803531113
38,Product_38,Brand C,3.406209489059046,701,62.89269862715636,0.6982208361354789,0.26544238410919524,3506.764106696417
39,Product_39,Brand A,6.15414425436108,499,54.25302404227862,-0.8699801924749085,0.06940729267782271,2546.2420312357985
40,Product_40,Brand C,4.593909227914015,936,72.18739677200841,-0.6596263010599115,0.12127249263211175,4667.197249016598
41,Product_41,Brand A,5.742291746742618,604,34.35086630780731,-0.14200761302952686,0.29797955892892397,3093.5405661114646
42,Product_42,Brand C,3.792029626568359,599,47.82806649939035,-0.7588521310376378,0.2605671084748382,3041.3454016112573
43,Product_43,Brand C,5.1731795749458,672,39.154662067079485,0.6403971849116776,0.1693919573688606,3431.8212094768
44,Product_44,Brand A,4.688645529215841,237,39.837508255417504,0.1489719493272099,0.15498827755628258,1258.204960917209
45,Product_45,Brand A,7.335564123319615,149,39.9281630619396,-1.0935571458882358,0.08538011469140429,828.0931673639894
46,Product_46,Brand C,5.508841686602426,870,51.6772582205122,-0.8224709128492901,,4395.618721496083
47,Product_47,Brand B,5.675205324150404,718,52.263009348218674,1.1877191771664013,0.25445444948398416,3642.8454473571787
48,Product_48,Brand A,4.1762460677550655,724,54.27455924995116,1.5355623779154153,0.20555235398333416,3671.1845313079607
49,Product_49,Brand B,4.024787551855013,961,38.76939439855448,0.5387289760525086,0.08701320845339597,4865.408827678816
50,Product_50,Brand B,4.134883624360758,353,46.7577518100171,-0.21127525515031384,,1809.3280343945976
51,Product_51,Brand B,5.788904284756594,729,40.35705360243632,-0.4399629124065766,0.07956256109904873,3730.24532596086
52,Product_52,Brand A,4.158031038359474,809,59.358815562717155,0.5496994183110051,0.05092776041784795,4064.6951079198857
53,Product_53,Brand B,5.579549713792826,948,41.297324498190264,0.07592053425948668,0.02869220880711478,4815.701057484912
54,Product_54,Brand A,9.150801597290878,976,47.86287848004118,-1.6100714474143767,0.12574085233261648,4978.54681968812
55,Product_55,Brand B,6.742249406863385,662,55.60306441323106,1.0318679825348305,0.03398988131948031,3362.873752846397
56,Product_56,Brand C,4.347952935664318,856,43.843713255024355,1.345803267362869,0.0515737673181313,4342.202661767156
57,Product_57,Brand C,7.40242784432789,525,56.93878444980654,0.7372525329431979,0.16419740530184582,2701.530026137909
58,Product_58,Brand A,4.183849253956897,646,65.9607973553315,-1.091611194628208,,3244.8676490912053
59,Product_59,Brand C,0.9237509296442923,401,51.897117287255256,-0.6368264497233397,0.01916393022927085,2010.9988474650252
60,Product_60,Brand C,2.983827378165192,680,59.01610914568407,-1.8577198613577113,0.09521665500836556,3402.085349687717
61,Product_61,Brand B,1.2584161579482886,448,29.265791110636172,1.596048491395556,0.06609572958659025,2291.475627427917
62,Product_62,Brand A,4.296973031917383,931,45.709480731521495,-0.356738563259028,0.154591556398313,4692.50686280603
63,Product_63,Brand B,5.036836758379104,148,51.84900816928977,2.3332893216497825,0.03071012537496279,808.1522563023183
64,Product_64,Brand B,8.352874624550566,173,39.47034921599693,1.9552300309077781,0.2255312363048934,984.0978236338374
65,Product_65,Brand B,5.653854747528325,803,52.07649335404092,-0.9034264163689436,,4052.6667356260778
66,Product_66,Brand B,4.561798942382271,360,60.59940556059151,-0.7082677394030134,0.22303055218685833,1821.2106340214748
67,Product_67,Brand B,6.658811162366979,455,31.20439371989978,0.46619034234711976,0.15984811122041828,2378.4941979715663
68,Product_68,Brand B,0.5777293819842297,681,38.109271341961524,-1.7545421038662703,0.2582003465366655,3435.975272506828
69,Product_69,Brand B,5.471229116217132,701,51.84813270764185,-0.43825911737856177,0.20847551393445224,3554.359750099077
70,Product_70,Brand A,6.541730387773933,359,54.60419729440048,-0.5381590012067285,0.003165336735056956,1849.3029379433137
71,Product_71,Brand C,2.042827508440317,737,57.38080374909651,1.8511659419467084,0.11822704583235093,3688.4387684724466
